Full County Number	Price Range-Q3 2022	Geography	growth Q42021	Price Range-Q3 2022	Latitude (generated)	Longitude (generated)	ABS-diff price Q2 2021	Price Q3 2022	Q1 2022	Q4 2021
32009	Less than $150,000	Esmeralda County,  Nevada	rose	Less than $150,000	37.7289	-117.681	11.9%	$75,030	$106,589	$84,239
31183	Less than $150,000	Wheeler County,  Nebraska	rose	Less than $150,000	41.9144	-98.5281	7.7%	$104,414	$114,454	$116,633
31181	Less than $150,000	Webster County,  Nebraska	rose	Less than $150,000	40.1769	-98.4998	7.7%	$93,005	$88,114	$93,497
31175	Less than $150,000	Valley County,  Nebraska	rose	Less than $150,000	41.5667	-98.9817	7.7%	$134,839	$130,517	$131,659
31173	Less than $150,000	Thurston County,  Nebraska	rose	Less than $150,000	42.1468	-96.5714	7.7%	$90,239	$91,776	$95,167
31169	Less than $150,000	Thayer County,  Nebraska	rose	Less than $150,000	40.1835	-97.5949	7.7%	$90,700	$82,563	$85,149
31165	Less than $150,000	Sioux County,  Nebraska	rose	Less than $150,000	42.5049	-103.7667	7.7%	$133,226	$128,509	$140,365
31163	Less than $150,000	Sherman County,  Nebraska	rose	Less than $150,000	41.2257	-98.9762	7.7%	$118,474	$107,485	$105,781
31161	Less than $150,000	Sheridan County,  Nebraska	rose	Less than $150,000	42.5043	-102.4198	7.7%	$95,886	$92,366	$86,222
31151	Less than $150,000	Saline County,  Nebraska	rose	Less than $150,000	40.5313	-97.1406	7.7%	$134,378	$142,683	$118,422
31149	Less than $150,000	Rock County,  Nebraska	rose	Less than $150,000	42.4494	-99.4604	7.7%	$101,763	$108,784	$114,725
31147	Less than $150,000	Richardson County,  Nebraska	rose	Less than $150,000	40.1309	-95.7153	7.7%	$87,473	$87,051	$82,525
31143	Less than $150,000	Polk County,  Nebraska	rose	Less than $150,000	41.222	-97.5724	7.7%	$143,368	$138,903	$127,962
31135	Less than $150,000	Perkins County,  Nebraska	rose	Less than $150,000	40.8495	-101.6496	7.7%	$138,066	$139,848	$141,200
31133	Less than $150,000	Pawnee County,  Nebraska	rose	Less than $150,000	40.1345	-96.237	7.7%	$79,866	$84,334	$84,791
31129	Less than $150,000	Nuckolls County,  Nebraska	rose	Less than $150,000	40.1769	-98.0472	7.7%	$90,584	$87,287	$81,452
31127	Less than $150,000	Nemaha County,  Nebraska	rose	Less than $150,000	40.4105	-95.863	7.7%	$115,593	$114,808	$126,770
31125	Less than $150,000	Nance County,  Nebraska	rose	Less than $150,000	41.3988	-97.9976	7.7%	$99,343	$92,602	$93,378
31123	Less than $150,000	Morrill County,  Nebraska	rose	Less than $150,000	41.7195	-103.0045	7.7%	$116,285	$121,895	$114,009
31117	Less than $150,000	McPherson County,  Nebraska	rose	Less than $150,000	41.5713	-101.0604	7.7%	$126,081	$93,193	$122,476
31115	Less than $150,000	Loup County,  Nebraska	rose	Less than $150,000	41.913	-99.4544	7.7%	$124,237	$97,091	$134,164
31113	Less than $150,000	Logan County,  Nebraska	rose	Less than $150,000	41.5947	-100.4834	7.7%	$129,308	$127,446	$131,540
31107	Less than $150,000	Knox County,  Nebraska	rose	Less than $150,000	42.662	-97.8954	7.7%	$113,864	$109,020	$114,367
31105	Less than $150,000	Kimball County,  Nebraska	rose	Less than $150,000	41.1986	-103.7148	7.7%	$91,045	$95,083	$98,506
31103	Less than $150,000	Keya Paha County,  Nebraska	rose	Less than $150,000	42.8582	-99.7277	7.7%	$98,537	$76,775	$93,139
31097	Less than $150,000	Johnson County,  Nebraska	rose	Less than $150,000	40.4	-96.265	7.7%	$124,237	$123,667	$112,578
31095	Less than $150,000	Jefferson County,  Nebraska	rose	Less than $150,000	40.1832	-97.1427	7.7%	$116,976	$116,462	$100,175
31091	Less than $150,000	Hooker County,  Nebraska	rose	Less than $150,000	41.9192	-101.1349	7.7%	$108,217	$111,028	$109,954
31087	Less than $150,000	Hitchcock County,  Nebraska	rose	Less than $150,000	40.179	-101.0431	7.7%	$86,436	$89,649	$79,544
31085	Less than $150,000	Hayes County,  Nebraska	rose	Less than $150,000	40.5333	-101.0637	7.7%	$99,113	$95,673	$96,479
31083	Less than $150,000	Harlan County,  Nebraska	rose	Less than $150,000	40.18	-99.4045	7.7%	$136,453	$134,533	$122,476
31077	Less than $150,000	Greeley County,  Nebraska	rose	Less than $150,000	41.5734	-98.5213	7.7%	$88,625	$87,641	$86,699
31075	Less than $150,000	Grant County,  Nebraska	rose	Less than $150,000	41.9195	-101.7466	7.7%	$108,678	$85,634	$69,527
31071	Less than $150,000	Garfield County,  Nebraska	rose	Less than $150,000	41.9211	-98.9916	7.7%	$131,382	$125,202	$125,339
31069	Less than $150,000	Garden County,  Nebraska	rose	Less than $150,000	41.6187	-102.311	7.7%	$91,276	$91,067	$97,552
31065	Less than $150,000	Furnas County,  Nebraska	rose	Less than $150,000	40.193	-99.9124	7.7%	$87,934	$87,051	$87,057
31063	Less than $150,000	Frontier County,  Nebraska	rose	Less than $150,000	40.532	-100.3823	7.7%	$127,233	$131,226	$120,688
31061	Less than $150,000	Franklin County,  Nebraska	rose	Less than $150,000	40.18	-98.9526	7.7%	$92,774	$91,067	$85,030
31059	Less than $150,000	Fillmore County,  Nebraska	rose	Less than $150,000	40.5318	-97.5965	7.7%	$117,322	$105,359	$95,524
31057	Less than $150,000	Dundy County,  Nebraska	rose	Less than $150,000	40.1776	-101.6884	7.7%	$127,233	$90,831	$90,516
31051	Less than $150,000	Dixon County,  Nebraska	rose	Less than $150,000	42.5131	-96.8689	7.8%	$114,107	$119,152	$113,651
31049	Less than $150,000	Deuel County,  Nebraska	rose	Less than $150,000	41.1098	-102.3332	7.7%	$98,537	$106,067	$104,111
31047	Less than $150,000	Dawson County,  Nebraska	rose	Less than $150,000	40.8658	-99.8251	7.7%	$141,870	$134,297	$122,357
31041	Less than $150,000	Custer County,  Nebraska	rose	Less than $150,000	41.3952	-99.7319	7.7%	$133,226	$138,077	$128,916
31037	Less than $150,000	Colfax County,  Nebraska	rose	Less than $150,000	41.5601	-97.0793	7.7%	$103,377	$109,729	$120,568
31035	Less than $150,000	Clay County,  Nebraska	rose	Less than $150,000	40.5251	-98.0513	7.7%	$135,646	$121,068	$108,881
31033	Less than $150,000	Cheyenne County,  Nebraska	rose	Less than $150,000	41.2207	-102.9933	7.7%	$117,552	$116,580	$122,834
31031	Less than $150,000	Cherry County,  Nebraska	rose	Less than $150,000	42.5459	-101.125	7.7%	$142,446	$147,526	$138,338
31021	Less than $150,000	Burt County,  Nebraska	rose	Less than $150,000	41.8649	-96.3464	7.7%	$130,691	$123,903	$119,734
31017	Less than $150,000	Brown County,  Nebraska	rose	Less than $150,000	42.4671	-99.9296	7.7%	$91,737	$100,516	$95,047
31015	Less than $150,000	Boyd County,  Nebraska	rose	Less than $150,000	42.8802	-98.6249	7.7%	$103,262	$100,398	$87,057
31009	Less than $150,000	Blaine County,  Nebraska	rose	Less than $150,000	41.913	-99.9765	7.7%	$97,615	$91,776	$90,277
31003	Less than $150,000	Antelope County,  Nebraska	rose	Less than $150,000	42.1782	-98.0677	7.7%	$98,998	$96,973	$97,790
30109	Less than $150,000	Wibaux County,  Montana	rose	Less than $150,000	47.0207	-104.1863	14.7%	$128,484	$147,903	$155,005
30107	Less than $150,000	Wheatland County,  Montana	rose	Less than $150,000	46.4874	-109.8421	14.7%	$149,778	$161,236	$130,286
30091	Less than $150,000	Sheridan County,  Montana	rose	Less than $150,000	48.6974	-104.5431	14.7%	$138,349	$157,799	$174,124
30085	Less than $150,000	Roosevelt County,  Montana	rose	Less than $150,000	48.2809	-104.9255	14.7%	$124,514	$142,679	$153,502
30079	Less than $150,000	Prairie County,  Montana	rose	Less than $150,000	46.8682	-105.5572	14.7%	$139,311	$138,830	$154,185
30069	Less than $150,000	Petroleum County,  Montana	rose	Less than $150,000	47.175	-108.3333	14.7%	$143,161	$214,019	$247,598
30051	Less than $150,000	Liberty County,  Montana	rose	Less than $150,000	48.5739	-111.0115	14.7%	$119,221	$139,655	$138,070
30037	Less than $150,000	Golden Valley County,  Montana	rose	Less than $150,000	46.4005	-109.1318	14.7%	$131,131	$147,903	$144,899
30011	Less than $150,000	Carter County,  Montana	rose	Less than $150,000	45.5708	-104.5117	14.7%	$140,635	$150,377	$151,454
30005	Less than $150,000	Blaine County,  Montana	rose	Less than $150,000	48.3646	-108.9651	14.7%	$140,755	$124,535	$128,784
29229	Less than $150,000	Wright County,  Missouri	rose	Less than $150,000	37.2725	-92.4725	10.2%	$137,478	$138,137	$129,754
29227	Less than $150,000	Worth County,  Missouri	rose	Less than $150,000	40.4778	-94.4318	10.2%	$79,747	$90,150	$79,906
29223	Less than $150,000	Wayne County,  Missouri	rose	Less than $150,000	37.1184	-90.5006	10.2%	$118,273	$118,005	$106,584
29221	Less than $150,000	Washington County,  Missouri	rose	Less than $150,000	37.9701	-90.868	8.4%	$115,720	$115,711	$111,113
29217	Less than $150,000	Vernon County,  Missouri	rose	Less than $150,000	37.8515	-94.3425	10.2%	$130,218	$129,401	$123,116
29215	Less than $150,000	Texas County,  Missouri	rose	Less than $150,000	37.3295	-91.9496	10.2%	$131,154	$142,569	$139,899
29211	Less than $150,000	Sullivan County,  Missouri	rose	Less than $150,000	40.2195	-93.1111	10.2%	$92,745	$95,721	$96,439
29207	Less than $150,000	Stoddard County,  Missouri	rose	Less than $150,000	36.8776	-89.9732	10.2%	$127,524	$131,173	$130,506
29205	Less than $150,000	Shelby County,  Missouri	rose	Less than $150,000	39.7834	-92.0688	10.2%	$85,953	$90,783	$90,427
29203	Less than $150,000	Shannon County,  Missouri	rose	Less than $150,000	37.1531	-91.3443	10.2%	$148,134	$151,811	$156,431
29201	Less than $150,000	Scott County,  Missouri	rose	Less than $150,000	37.0569	-89.5778	10.2%	$143,333	$143,328	$136,768
29199	Less than $150,000	Scotland County,  Missouri	rose	Less than $150,000	40.4469	-92.1481	10.2%	$131,623	$126,995	$141,527
29197	Less than $150,000	Schuyler County,  Missouri	rose	Less than $150,000	40.4709	-92.5271	10.2%	$102,582	$102,938	$89,175
29195	Less than $150,000	Saline County,  Missouri	rose	Less than $150,000	39.1699	-93.1932	10.2%	$131,974	$145,101	$133,511
29185	Less than $150,000	St. Clair County,  Missouri	rose	Less than $150,000	38.0293	-93.7825	10.2%	$132,091	$120,411	$115,100
29181	Less than $150,000	Ripley County,  Missouri	rose	Less than $150,000	36.663	-90.8575	10.2%	$110,662	$110,028	$104,955
29179	Less than $150,000	Reynolds County,  Missouri	rose	Less than $150,000	37.3418	-90.9633	10.2%	$114,877	$121,550	$120,235
29175	Less than $150,000	Randolph County,  Missouri	rose	Less than $150,000	39.4287	-92.5051	10.2%	$140,523	$137,504	$131,507
29171	Less than $150,000	Putnam County,  Missouri	rose	Less than $150,000	40.4661	-93.0345	10.2%	$99,303	$113,067	$120,987
29163	Less than $150,000	Pike County,  Missouri	rose	Less than $150,000	39.3683	-91.1708	10.2%	$119,913	$122,310	$122,490
29155	Less than $150,000	Pemiscot County,  Missouri	rose	Less than $150,000	36.2112	-89.8163	10.2%	$98,951	$111,674	$102,826
29153	Less than $150,000	Ozark County,  Missouri	rose	Less than $150,000	36.6527	-92.4424	10.2%	$142,630	$138,137	$122,239
29149	Less than $150,000	Oregon County,  Missouri	rose	Less than $150,000	36.6933	-91.3993	10.2%	$119,210	$124,842	$117,230
29143	Less than $150,000	New Madrid County,  Missouri	rose	Less than $150,000	36.6039	-89.6708	10.2%	$99,771	$97,747	$93,308
29137	Less than $150,000	Monroe County,  Missouri	rose	Less than $150,000	39.5012	-92.0092	10.2%	$144,387	$150,925	$131,883
29133	Less than $150,000	Mississippi County,  Missouri	rose	Less than $150,000	36.82	-89.3309	10.2%	$96,726	$104,964	$100,447
29129	Less than $150,000	Mercer County,  Missouri	rose	Less than $150,000	40.4226	-93.5657	10.2%	$96,844	$108,003	$111,343
29123	Less than $150,000	Madison County,  Missouri	rose	Less than $150,000	37.4749	-90.3456	10.2%	$139,000	$151,938	$132,885
29121	Less than $150,000	Macon County,  Missouri	rose	Less than $150,000	39.8195	-92.5733	10.2%	$123,191	$127,248	$121,738
29119	Less than $150,000	McDonald County,  Missouri	rose	Less than $150,000	36.6379	-94.3448	12.5%	$130,050	$136,099	$145,083
29117	Less than $150,000	Livingston County,  Missouri	rose	Less than $150,000	39.7889	-93.5615	10.2%	$141,459	$141,556	$139,648
29115	Less than $150,000	Linn County,  Missouri	rose	Less than $150,000	39.8713	-93.1084	10.2%	$106,914	$117,246	$109,214
29111	Less than $150,000	Lewis County,  Missouri	rose	Less than $150,000	40.1015	-91.7271	10.2%	$110,310	$111,674	$110,091
29109	Less than $150,000	Lawrence County,  Missouri	rose	Less than $150,000	37.1077	-93.8331	10.2%	$142,396	$145,987	$137,269
29105	Less than $150,000	Laclede County,  Missouri	rose	Less than $150,000	37.6879	-92.5972	10.2%	$142,162	$147,633	$142,654
29103	Less than $150,000	Knox County,  Missouri	rose	Less than $150,000	40.1321	-92.1478	10.2%	$92,979	$95,088	$94,560
29093	Less than $150,000	Iron County,  Missouri	rose	Less than $150,000	37.5072	-90.6587	10.2%	$109,139	$110,282	$104,705
29091	Less than $150,000	Howell County,  Missouri	rose	Less than $150,000	36.7824	-91.8936	10.2%	$141,459	$145,101	$140,525
29087	Less than $150,000	Holt County,  Missouri	rose	Less than $150,000	40.0637	-95.2324	10.2%	$115,463	$112,561	$110,967
29085	Less than $150,000	Hickory County,  Missouri	rose	Less than $150,000	37.9393	-93.2909	10.2%	$104,104	$103,191	$104,455
29083	Less than $150,000	Henry County,  Missouri	rose	Less than $150,000	38.3849	-93.7916	10.2%	$145,441	$146,367	$138,396
29081	Less than $150,000	Harrison County,  Missouri	rose	Less than $150,000	40.3566	-93.9891	10.2%	$96,609	$95,341	$95,186
29079	Less than $150,000	Grundy County,  Missouri	rose	Less than $150,000	40.1149	-93.5655	10.2%	$109,725	$128,008	$123,241
29075	Less than $150,000	Gentry County,  Missouri	rose	Less than $150,000	40.2114	-94.4104	10.2%	$122,255	$109,142	$110,466
29069	Less than $150,000	Dunklin County,  Missouri	rose	Less than $150,000	36.3139	-90.0156	10.2%	$96,024	$99,393	$95,813
29065	Less than $150,000	Dent County,  Missouri	rose	Less than $150,000	37.6036	-91.4819	10.2%	$128,344	$132,819	$128,502
29061	Less than $150,000	Daviess County,  Missouri	rose	Less than $150,000	39.9617	-93.9832	10.2%	$131,974	$145,101	$138,271
29057	Less than $150,000	Dade County,  Missouri	rose	Less than $150,000	37.4384	-93.85	10.2%	$128,578	$128,894	$104,580
29045	Less than $150,000	Clark County,  Missouri	rose	Less than $150,000	40.4319	-91.7323	10.2%	$119,561	$122,563	$112,721
29041	Less than $150,000	Chariton County,  Missouri	rose	Less than $150,000	39.4648	-92.9621	10.2%	$126,470	$127,501	$110,091
29039	Less than $150,000	Cedar County,  Missouri	rose	Less than $150,000	37.7342	-93.8397	10.2%	$148,134	$120,538	$123,868
29033	Less than $150,000	Carroll County,  Missouri	rose	Less than $150,000	39.4112	-93.4723	10.2%	$109,139	$118,258	$110,466
29025	Less than $150,000	Caldwell County,  Missouri	rose	Less than $150,000	39.6568	-93.9822	10.7%	$131,900	$136,352	$135,523
29023	Less than $150,000	Butler County,  Missouri	rose	Less than $150,000	36.7128	-90.3906	10.2%	$137,010	$147,380	$142,153
29017	Less than $150,000	Bollinger County,  Missouri	rose	Less than $150,000	37.3278	-90.0044	6.8%	$134,455	$136,289	$131,578
29013	Less than $150,000	Bates County,  Missouri	rose	Less than $150,000	38.2475	-94.3433	10.7%	$148,013	$148,658	$142,094
29011	Less than $150,000	Barton County,  Missouri	rose	Less than $150,000	37.502	-94.3471	10.2%	$116,751	$116,359	$122,114
29007	Less than $150,000	Audrain County,  Missouri	rose	Less than $150,000	39.202	-91.7624	10.2%	$112,418	$112,941	$122,615
29005	Less than $150,000	Atchison County,  Missouri	rose	Less than $150,000	40.4232	-95.4182	10.2%	$102,347	$114,460	$106,333
29001	Less than $150,000	Adair County,  Missouri	rose	Less than $150,000	40.1904	-92.6009	10.2%	$149,539	$156,370	$158,811
28163	Less than $150,000	Yazoo County,  Mississippi	rose	Less than $150,000	32.7632	-90.36	6.8%	$124,939	$103,308	$103,473
28161	Less than $150,000	Yalobusha County,  Mississippi	rose	Less than $150,000	34.0297	-89.7169	6.8%	$96,081	$99,694	$92,765
28159	Less than $150,000	Winston County,  Mississippi	rose	Less than $150,000	33.105	-89.0658	6.8%	$116,350	$112,753	$98,817
28157	Less than $150,000	Wilkinson County,  Mississippi	rose	Less than $150,000	31.1872	-91.3242	6.8%	$79,246	$82,204	$81,824
28155	Less than $150,000	Webster County,  Mississippi	rose	Less than $150,000	33.609	-89.2626	6.8%	$101,119	$100,976	$97,770
28153	Less than $150,000	Wayne County,  Mississippi	rose	Less than $150,000	31.6674	-88.7028	6.8%	$91,042	$91,298	$99,865
28151	Less than $150,000	Washington County,  Mississippi	rose	Less than $150,000	33.2697	-90.8805	6.8%	$92,187	$93,980	$87,993
28147	Less than $150,000	Walthall County,  Mississippi	rose	Less than $150,000	31.1785	-90.1462	6.8%	$117,495	$114,385	$111,504
28145	Less than $150,000	Union County,  Mississippi	rose	Less than $150,000	34.4823	-89.0178	6.8%	$136,734	$131,642	$117,091
28143	Less than $150,000	Tunica County,  Mississippi	rose	Less than $150,000	34.6582	-90.3483	9.4%	$130,013	$129,477	$135,425
28141	Less than $150,000	Tishomingo County,  Mississippi	rose	Less than $150,000	34.7299	-88.2243	6.8%	$120,702	$113,103	$102,542
28139	Less than $150,000	Tippah County,  Mississippi	rose	Less than $150,000	34.802	-88.9206	6.8%	$121,847	$104,008	$101,145
28135	Less than $150,000	Tallahatchie County,  Mississippi	rose	Less than $150,000	33.9322	-90.1881	6.8%	$79,590	$80,338	$77,285
28133	Less than $150,000	Sunflower County,  Mississippi	rose	Less than $150,000	33.6292	-90.5554	6.8%	$107,303	$100,626	$91,252
28129	Less than $150,000	Smith County,  Mississippi	rose	Less than $150,000	32.0031	-89.4883	6.8%	$127,229	$126,279	$119,419
28127	Less than $150,000	Simpson County,  Mississippi	rose	Less than $150,000	31.9015	-89.9078	6.2%	$96,545	$102,412	$103,252
28125	Less than $150,000	Sharkey County,  Mississippi	rose	Less than $150,000	32.8801	-90.8212	6.8%	$84,514	$73,925	$74,957
28123	Less than $150,000	Scott County,  Mississippi	rose	Less than $150,000	32.4277	-89.5348	6.8%	$88,522	$91,532	$82,988
28119	Less than $150,000	Quitman County,  Mississippi	rose	Less than $150,000	34.2959	-90.2919	6.8%	$64,474	$63,547	$59,244
28117	Less than $150,000	Prentiss County,  Mississippi	rose	Less than $150,000	34.6107	-88.5242	6.8%	$112,686	$111,121	$107,896
28115	Less than $150,000	Pontotoc County,  Mississippi	rose	Less than $150,000	34.2247	-89.0355	6.8%	$133,642	$134,441	$123,958
28113	Less than $150,000	Pike County,  Mississippi	rose	Less than $150,000	31.175	-90.4044	6.8%	$112,915	$111,704	$111,155
28111	Less than $150,000	Perry County,  Mississippi	rose	Less than $150,000	31.1715	-88.9932	9.7%	$126,355	$128,016	$103,654
28107	Less than $150,000	Panola County,  Mississippi	rose	Less than $150,000	34.3561	-89.9593	6.8%	$103,982	$96,429	$96,955
28103	Less than $150,000	Noxubee County,  Mississippi	rose	Less than $150,000	33.1131	-88.5698	6.8%	$82,911	$78,239	$69,486
28101	Less than $150,000	Newton County,  Mississippi	rose	Less than $150,000	32.4054	-89.1188	6.8%	$99,516	$100,510	$99,632
28099	Less than $150,000	Neshoba County,  Mississippi	rose	Less than $150,000	32.7549	-89.1169	6.8%	$98,944	$97,478	$96,606
28097	Less than $150,000	Montgomery County,  Mississippi	rose	Less than $150,000	33.4834	-89.6459	6.8%	$103,066	$102,026	$98,701
28095	Less than $150,000	Monroe County,  Mississippi	rose	Less than $150,000	33.8726	-88.476	6.8%	$116,808	$115,551	$106,732
28093	Less than $150,000	Marshall County,  Mississippi	rose	Less than $150,000	34.7467	-89.5112	9.4%	$143,964	$157,331	$136,437
28091	Less than $150,000	Marion County,  Mississippi	rose	Less than $150,000	31.2157	-89.8428	6.8%	$107,647	$109,955	$103,589
28085	Less than $150,000	Lincoln County,  Mississippi	rose	Less than $150,000	31.5277	-90.4389	6.8%	$117,381	$122,547	$115,811
28083	Less than $150,000	Leflore County,  Mississippi	rose	Less than $150,000	33.5228	-90.2772	6.8%	$97,684	$100,277	$94,511
28079	Less than $150,000	Leake County,  Mississippi	rose	Less than $150,000	32.7544	-89.5243	6.8%	$96,653	$100,510	$96,955
28077	Less than $150,000	Lawrence County,  Mississippi	rose	Less than $150,000	31.5426	-90.1104	6.8%	$114,976	$121,265	$110,340
28075	Less than $150,000	Lauderdale County,  Mississippi	rose	Less than $150,000	32.3986	-88.6626	6.8%	$125,970	$120,798	$141,999
28069	Less than $150,000	Kemper County,  Mississippi	rose	Less than $150,000	32.7519	-88.6416	6.8%	$89,439	$91,648	$85,665
28067	Less than $150,000	Jones County,  Mississippi	rose	Less than $150,000	31.6287	-89.1716	6.8%	$127,344	$118,117	$122,096
28065	Less than $150,000	Jefferson Davis County,  Mississippi	rose	Less than $150,000	31.5824	-89.8394	6.8%	$98,027	$96,079	$110,107
28063	Less than $150,000	Jefferson County,  Mississippi	rose	Less than $150,000	31.7339	-91.025	6.8%	$74,208	$72,292	$73,793
28061	Less than $150,000	Jasper County,  Mississippi	rose	Less than $150,000	32.0105	-89.1173	6.8%	$102,723	$104,124	$91,950
28057	Less than $150,000	Itawamba County,  Mississippi	rose	Less than $150,000	34.2716	-88.3623	6.8%	$113,831	$105,757	$101,960
28055	Less than $150,000	Issaquena County,  Mississippi	rose	Less than $150,000	32.7115	-91.0113	6.8%	$88,408	$102,026	$92,183
28053	Less than $150,000	Humphreys County,  Mississippi	rose	Less than $150,000	33.1263	-90.5253	6.8%	$81,880	$82,204	$80,427
28051	Less than $150,000	Holmes County,  Mississippi	rose	Less than $150,000	33.1279	-90.0729	6.8%	$69,627	$68,328	$70,301
28043	Less than $150,000	Grenada County,  Mississippi	rose	Less than $150,000	33.7834	-89.8219	6.8%	$121,962	$125,696	$122,212
28041	Less than $150,000	Greene County,  Mississippi	rose	Less than $150,000	31.2173	-88.6393	6.8%	$97,913	$96,895	$90,437
28037	Less than $150,000	Franklin County,  Mississippi	rose	Less than $150,000	31.4651	-90.8943	6.8%	$97,684	$94,680	$89,157
28031	Less than $150,000	Covington County,  Mississippi	rose	Less than $150,000	31.6192	-89.578	6.8%	$88,293	$79,405	$89,739
28029	Less than $150,000	Copiah County,  Mississippi	rose	Less than $150,000	31.8678	-90.4268	6.2%	$94,217	$105,132	$111,827
28027	Less than $150,000	Coahoma County,  Mississippi	rose	Less than $150,000	34.2547	-90.6431	6.8%	$85,659	$79,172	$79,496
28025	Less than $150,000	Clay County,  Mississippi	rose	Less than $150,000	33.6599	-88.7739	6.8%	$115,205	$112,753	$104,637
28023	Less than $150,000	Clarke County,  Mississippi	rose	Less than $150,000	32.0179	-88.6852	6.8%	$97,569	$94,563	$98,817
28021	Less than $150,000	Claiborne County,  Mississippi	rose	Less than $150,000	32.0085	-90.8996	6.8%	$81,995	$81,154	$78,565
28019	Less than $150,000	Choctaw County,  Mississippi	rose	Less than $150,000	33.3084	-89.2711	6.8%	$95,966	$104,591	$94,744
28017	Less than $150,000	Chickasaw County,  Mississippi	rose	Less than $150,000	33.9062	-88.929	6.8%	$84,743	$81,621	$77,401
28015	Less than $150,000	Carroll County,  Mississippi	rose	Less than $150,000	33.4438	-89.9616	6.8%	$115,205	$109,372	$115,229
28013	Less than $150,000	Calhoun County,  Mississippi	rose	Less than $150,000	33.9406	-89.3227	6.8%	$81,422	$82,204	$82,057
28011	Less than $150,000	Bolivar County,  Mississippi	rose	Less than $150,000	33.8258	-90.8562	6.8%	$117,037	$115,202	$111,853
28009	Less than $150,000	Benton County,  Mississippi	rose	Less than $150,000	34.786	-89.1937	6.8%	$94,477	$96,545	$90,786
28007	Less than $150,000	Attala County,  Mississippi	rose	Less than $150,000	33.0829	-89.5725	6.8%	$101,921	$103,425	$93,929
28005	Less than $150,000	Amite County,  Mississippi	rose	Less than $150,000	31.1758	-90.804	6.8%	$98,715	$99,344	$97,304
28003	Less than $150,000	Alcorn County,  Mississippi	rose	Less than $150,000	34.8815	-88.5944	6.8%	$131,123	$126,628	$119,535
28001	Less than $150,000	Adams County,  Mississippi	rose	Less than $150,000	31.4734	-91.3366	6.8%	$106,044	$109,721	$107,198
27173	Less than $150,000	Yellow Medicine County,  Minnesota	rose	Less than $150,000	44.7393	-95.9397	9.4%	$142,719	$143,447	$134,761
27165	Less than $150,000	Watonwan County,  Minnesota	rose	Less than $150,000	43.9851	-94.6141	9.4%	$121,839	$119,965	$118,712
27155	Less than $150,000	Traverse County,  Minnesota	rose	Less than $150,000	45.805	-96.4285	9.4%	$106,351	$104,270	$99,723
27151	Less than $150,000	Swift County,  Minnesota	rose	Less than $150,000	45.2755	-95.6862	9.4%	$131,361	$137,485	$127,533
27129	Less than $150,000	Renville County,  Minnesota	rose	Less than $150,000	44.6747	-94.9703	9.4%	$131,820	$136,755	$130,228
27127	Less than $150,000	Redwood County,  Minnesota	rose	Less than $150,000	44.4497	-95.2299	9.4%	$137,327	$139,675	$130,228
27125	Less than $150,000	Red Lake County,  Minnesota	rose	Less than $150,000	47.8625	-96.0957	9.4%	$142,719	$149,652	$142,112
27117	Less than $150,000	Pipestone County,  Minnesota	rose	Less than $150,000	44.0241	-96.2588	9.4%	$128,837	$123,250	$119,447
27107	Less than $150,000	Norman County,  Minnesota	rose	Less than $150,000	47.3253	-96.4513	9.4%	$123,216	$130,915	$123,368
27091	Less than $150,000	Martin County,  Minnesota	rose	Less than $150,000	43.6862	-94.5511	9.4%	$148,685	$153,789	$144,930
27089	Less than $150,000	Marshall County,  Minnesota	rose	Less than $150,000	48.359	-96.3698	9.4%	$143,981	$147,219	$143,337
27087	Less than $150,000	Mahnomen County,  Minnesota	rose	Less than $150,000	47.327	-95.809	9.4%	$132,164	$135,539	$128,391
27081	Less than $150,000	Lincoln County,  Minnesota	rose	Less than $150,000	44.408	-96.2656	9.4%	$134,000	$131,159	$126,308
27073	Less than $150,000	Lac qui Parle County,  Minnesota	rose	Less than $150,000	45.0373	-96.1741	9.4%	$122,757	$118,627	$108,544
27071	Less than $150,000	Koochiching County,  Minnesota	rose	Less than $150,000	48.3081	-93.7598	9.4%	$132,738	$140,527	$132,801
27069	Less than $150,000	Kittson County,  Minnesota	rose	Less than $150,000	48.7724	-96.7786	9.4%	$126,887	$117,167	$103,154
27063	Less than $150,000	Jackson County,  Minnesota	rose	Less than $150,000	43.6789	-95.1538	9.4%	$141,916	$148,801	$153,015
27043	Less than $150,000	Faribault County,  Minnesota	rose	Less than $150,000	43.6808	-93.9481	9.4%	$112,087	$114,490	$109,647
27033	Less than $150,000	Cottonwood County,  Minnesota	rose	Less than $150,000	44.0291	-95.1608	9.4%	$134,344	$130,064	$115,405
27023	Less than $150,000	Chippewa County,  Minnesota	rose	Less than $150,000	44.9523	-95.5279	9.4%	$139,851	$143,691	$146,645
27011	Less than $150,000	Big Stone County,  Minnesota	rose	Less than $150,000	45.3816	-96.333	9.4%	$122,068	$132,497	$119,937
26165	Less than $150,000	Wexford County,  Michigan	rose	Less than $150,000	44.3357	-85.5789	10.6%	$146,047	$146,368	$136,766
26157	Less than $150,000	Tuscola County,  Michigan	rose	Less than $150,000	43.4682	-83.4035	10.6%	$132,813	$137,117	$131,336
26153	Less than $150,000	Schoolcraft County,  Michigan	rose	Less than $150,000	46.1369	-86.1775	10.6%	$146,401	$144,974	$138,787
26145	Less than $150,000	Saginaw County,  Michigan	rose	Less than $150,000	43.3527	-84.034	8.5%	$144,490	$151,331	$135,536
